Store Number,Store Location,Address,Address Line 2,Address Line 3,City,State,Zip Code,Phone Number,Store Hours,Wireless,Services,Latitude,Longitude
3574-113607,East Carolina University - Wri,100 Founders Wy,,,Greenville,NC,02785-8435,(252) 328-4855,Mon: 07:00:00-17:00:00 Tue: 07:00:00-17:00:00 Wed: 07:00:00-17:00:00 Thu: 07:00:00-17:00:00 Fri: 07:00:00-17:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,,,35.5767,-77.336494
3575-126987,Von's-West Hollywood #2739,8969 Santa Monica Blvd.,,,West Hollywood,CA,90069-4934,(310) 595-1737,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Wireless Hotspot | Mobile Payment |,34.083722,-118.386627
3577-102132,QFC - North Seattle #858,1531 NE 145th St,,,Seattlle,WA,98155-7205,(206) 363-5717,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 06:00:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:30:00-19:00:00 Sun: 06:30:00-19:00:00,Wireless Hotspot,Wireless Hotspot |,47.733942,-122.312264
358-96,Northgate,540 NE Northgate Way,,,Seattle,WA,98125-6154,(206) 367-6651,Mon: 04:30:00-20:00:00 Tue: 04:30:00-20:00:00 Wed: 04:30:00-20:00:00 Thu: 04:30:00-20:00:00 Fri: 04:30:00-20:00:00 Sat: 05:30:00-19:00:00 Sun: 05:30:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.708794,-122.321552
360-101155,Five Mile-Spokane,1704 W Francis,,,Spokane,WA,99205-6833,(509) 325-2239,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-20:30:00 Sun: 05:30:00-20:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,47.715723,-117.436605
361-97919,Wandermere,12519 N Division St,,7,Spokane,WA,99218-1936,(509) 468-9461,Mon: 04:30:00-21:00:00 Tue: 04:30:00-21:00:00 Wed: 04:30:00-21:00:00 Thu: 04:30:00-21:00:00 Fri: 04:30:00-21:00:00 Sat: 04:30:00-21:00:00 Sun: 05:30:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,47.771347,-117.404887
362-253,South Hill,2525 E 29th Avenue,,,Spokane,WA,99223-4855,(509) 534-8971,Mon: 05:30:00-20:30:00 Tue: 05:30:00-20:30:00 Wed: 05:30:00-20:30:00 Thu: 05:30:00-20:30:00 Fri: 05:30:00-20:30:00 Sat: 06:00:00-20:30:00 Sun: 06:00:00-20:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.628554,-117.373233
363-97,Pioneer Square,102 First Avenue S,,,Seattle,WA,98104-2502,(206) 382-2656,Mon: 05:30:00-19:30:00 Tue: 05:30:00-19:30:00 Wed: 05:30:00-19:30:00 Thu: 05:30:00-19:30:00 Fri: 05:30:00-19:30:00 Sat: 06:30:00-19:30:00 Sun: 07:00:00-18:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,47.601596,-122.333998
364-98555,Enumclaw,1343 Garrett Street,,A,Enumclaw,WA,98022-2992,(360) 825-1748,Mon: 04:30:00-20:00:00 Tue: 04:30:00-20:00:00 Wed: 04:30:00-20:00:00 Thu: 04:30:00-20:00:00 Fri: 04:30:00-20:30:00 Sat: 04:30:00-20:30:00 Sun: 04:30:00-20:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,47.199993,-121.987814
366-256,Downtown - Bellevue,626 106TH AVE NE,,,Bellevue,WA,98004-5003,(425) 635-7494,Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.616452,-122.198053
367-98550,Skagit Valley-,329 East College Way,,,Mt Vernon,WA,98273-5431,(360) 424-4473,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,48.436293,-122.335656
368-258,13TH and Grand,1307 S Grand Avenue,,,Spokane,WA,99202-1136,(509) 624-3619,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-20:00:00 Sat: 07:00:00-20:00:00 Sun: 07:00:00-19:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,47.643606,-117.408882
369-247,Overlake Village,15000 NE 24th Street,,,Redmond,WA,98052-5531,(425) 869-5816,Mon: 05:00:00-20:00:00 Tue: 05:00:00-20:00:00 Wed: 05:00:00-20:00:00 Thu: 05:00:00-20:00:00 Fri: 05:00:00-20:00:00 Sat: 07:00:00-19:00:00 Sun: 07:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,47.632424,-122.140562
3702-92,Madison Park,4000 East Madison Ave,,,Seattle,WA,98112-3160,(206) 329-3736,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Starbucks Evening | Mobile Payment | Digital Rewards | La Boulange |,47.634104,-122.280818
370-99,Fremont,3415 B. Fremont Avenue North,,,Seattle,WA,98103-8811,(206) 633-3706,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.650125,-122.350015
371-32,Silverdale,10516 Silverdale Way N.W.,,,Silverdale,WA,98383-8745,(360) 613-9747,Mon: 05:00:00-20:00:00 Tue: 05:00:00-20:00:00 Wed: 05:00:00-20:00:00 Thu: 05:00:00-20:00:00 Fri: 05:00:00-20:00:00 Sat: 06:00:00-20:00:00 Sun: 06:00:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.658869,-122.6854
3713-82764,Barbur Blvd. & Terwillger,7421 SW Barbur Boulevard,,,Portland,OR,97219-2886,(503) 245-7540,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:00:00-20:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,45.471383,-122.685791
3714-12516,Grand & Broadway,1621 NE Grand Avenue,,,Portland,OR,97232-1154,(503) 281-3395,Mon: 05:00:00-18:00:00 Tue: 05:00:00-18:00:00 Wed: 05:00:00-18:00:00 Thu: 05:00:00-18:00:00 Fri: 05:00:00-18:00:00 Sat: 06:00:00-18:00:00 Sun: 06:00:00-18:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,45.534697,-122.660951
3715-81300,Highway 99 & 200th - Lynnwood,19931 Highway 99,,,Lynnwood,WA,98036-6043,(425) 776-5600,Mon: 05:00:00-19:30:00 Tue: 05:00:00-19:30:00 Wed: 05:00:00-19:30:00 Thu: 05:00:00-19:30:00 Fri: 05:00:00-19:30:00 Sat: 06:00:00-19:30:00 Sun: 06:00:00-18:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,47.81783,-122.317491
3716-145344,Safeway - Washington #693,4865 MacArthur Blvd NW,,,Washington,DC,20007-1577,(202) 337-5649,Mon: 05:30:00-20:30:00 Tue: 05:30:00-20:30:00 Wed: 05:30:00-20:30:00 Thu: 05:30:00-20:30:00 Fri: 05:30:00-20:30:00 Sat: 05:30:00-20:30:00 Sun: 05:30:00-20:30:00,,Mobile Payment |,38.917236,-77.096057
372-64400,Juanita II,9721 NE 119th Way,Juanita Village,,Kirkland,WA,98034-8955,(425) 825-7372,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Starbucks Evening | Mobile Payment | Digital Rewards | La Boulange |,47.706636,-122.211739
373-94417,Lake Forest Park,17039 NE Bothell Way,Lake Forest Towne Center,,Lake Forest,WA,98155-5521,(206) 367-3811,Mon: 04:30:00-21:00:00 Tue: 04:30:00-21:00:00 Wed: 04:30:00-21:00:00 Thu: 04:30:00-21:00:00 Fri: 04:30:00-21:00:00 Sat: 05:00:00-20:30:00 Sun: 05:00:00-20:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,47.752321,-122.280215
3743-116740,Harris Teeter - Nashville #318,4416 Ridgefield Way,,,Nashville,TN,37205-2384,(615) 292-2497,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 05:30:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Wireless Hotspot |,36.126174,-86.844967
374-88,Renton Village,601 S. Grady Way,,#E,Renton,WA,98057-3229,(425) 227-9262,Mon: 04:00:00-21:00:00 Tue: 04:00:00-21:00:00 Wed: 04:00:00-21:00:00 Thu: 04:00:00-21:00:00 Fri: 04:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,47.471484,-122.211462
375-186,Issaquah Commons,725 NW Gilman Blvd,,,Issaquah,WA,98027-5316,(425) 313-1689,Mon: 05:00:00-20:00:00 Tue: 05:00:00-20:00:00 Wed: 05:00:00-20:00:00 Thu: 05:00:00-20:00:00 Fri: 05:00:00-20:00:00 Sat: 05:00:00-20:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.5442976,-122.047447
3755-136604,Safeway-Gallup #1743,980 US-491,,,Gallup,NM,87301,(505) 722-7620,Mon: 06:00:00-20:00:00 Tue: 06:00:00-20:00:00 Wed: 06:00:00-20:00:00 Thu: 06:00:00-20:00:00 Fri: 06:00:00-20:00:00 Sat: 06:00:00-20:00:00 Sun: 06:00:00-20:00:00,Wireless Hotspot,Wireless Hotspot | Mobile Payment |,35.53568,-108.757108
3760-126584,The University of Idaho - VandalSto,710 S Deakin St,,,Moscow,ID,83844-9802,(208) 885-6600,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 06:00:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,,46.728104,-117.00666
3764-116690,Harris Teeter - Warrenton #329,530 Fletcher Dr,,,Warrenton,VA,20186-2183,(540) 349-9500,Mon: 04:30:00-21:00:00 Tue: 04:30:00-21:00:00 Wed: 04:30:00-21:00:00 Thu: 04:30:00-21:00:00 Fri: 04:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,,38.727468,-77.795703
3765-148824,"Fry's-Apache Junction, AZ #65",185 W Apache Tr,,,Apache Junction,AZ,85120-3433,(480) 288-2140,Mon: 05:00:00-20:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,Wireless Hotspot,Wireless Hotspot |,33.41354,-111.547935
377-260,Highlands Center/Kennewick,2801 W Clearwater,,,Kennewick,WA,99336-2946,(509) 735-9464,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-23:00:00 Sat: 04:30:00-23:00:00 Sun: 05:30:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,46.212074,-119.159414
3773-129826,Target Watertown T-1442,550 Arsenal Street,,,Watertown,MA,02472-2853,(617) 924-6574,Mon: 08:00:00-22:00:00 Tue: 08:00:00-22:00:00 Wed: 08:00:00-22:00:00 Thu: 08:00:00-22:00:00 Fri: 08:00:00-22:00:00 Sat: 08:00:00-22:00:00 Sun: 08:00:00-21:00:00,,Oven-warmed Food | Mobile Payment |,42.364217,-71.156993
3774-145044,Target Anchorage South T-2372,150 W 100th Ave Suite A,,,Anchorage,AK,99515-2673,(907) 267-7500,Mon: 08:00:00-21:00:00 Tue: 08:00:00-21:00:00 Wed: 08:00:00-21:00:00 Thu: 08:00:00-21:00:00 Fri: 08:00:00-21:00:00 Sat: 08:00:00-21:00:00 Sun: 08:00:00-21:00:00,,Mobile Payment |,61.1303,-149.9031
3780-126767,King Soopers-Fort Collins #9,1015 S Taft Hill Rd,,,Fort Collins,CO,80521-4240,(970) 221-4943,Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Wireless Hotspot |,40.57417,-105.1152
3781-140185,Safeway - Santa Cruz #2607,2203 Mission St,,,Santa Cruz,CA,95060-5221,(831) 429-9811,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-20:00:00 Sat: 05:30:00-20:00:00 Sun: 05:30:00-20:00:00,Wireless Hotspot,Wireless Hotspot | Mobile Payment |,36.96159,-122.044284
378-203,Redmond North,8867 161st Avenue NE,,,Redmond,WA,98052-3585,(425) 869-1080,Mon: 05:00:00-20:30:00 Tue: 05:00:00-20:30:00 Wed: 05:00:00-20:30:00 Thu: 05:00:00-20:30:00 Fri: 05:00:00-20:30:00 Sat: 05:00:00-20:30:00 Sun: 06:00:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.681058,-122.1259
3787-138044,Univ of S. Florida-Juniper Din,4202 E Fowler Ave,,AXA0094,Tampa,FL,33620-9998,(813) 974-4024,Mon: 06:00:00-02:00:00 Tue: 06:00:00-02:00:00 Wed: 06:00:00-02:00:00 Thu: 06:00:00-02:00:00 Fri: 06:00:00-18:00:00 Sat: 06:00:00-18:00:00 Sun: 06:00:00-18:00:00,Wireless Hotspot,Wireless Hotspot |,28.05469,-82.41149
379-204,Commerce Center,11502 SE Mill Plain Blvd.,,,Vancouver,WA,98684-5047,(360) 253-5270,Mon: 00:00:00-00:00:00 Tue: 00:00:00-00:00:00 Wed: 00:00:00-00:00:00 Thu: 00:00:00-00:00:00 Fri: 00:00:00-00:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,45.621249,-122.554289
3796-117344,Safeway - Whitefish #2106,6580 US-93 S,,,Whitefish,MT,59937-2959,(406) 862-3006,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 06:00:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Wireless Hotspot | Mobile Payment |,48.39917,-114.336254
3797-141366,Safeway - Federal Way #3501,2109 SW 336TH ST,,,Federal Way,WA,98023-2847,(253) 838-9941,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 06:00:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Wireless Hotspot | Mobile Payment |,47.30059,-122.36099
3799-115917,"Kroger-Kettering, OH #826",530 East Stroop Road,,,Dayton,OH,45429-3225,(937) 299-7500,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,,,39.688384,-84.161759
3801-153224,Safeway - Sandpoint #350,702 N 5th Ave,,,Sandpoint,ID,83864-1521,(208) 263-9638,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 06:00:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Wireless Hotspot | Mobile Payment |,48.279243,-116.553481
380-205,Carnation,31722 Eugene Street,,#8,Carnation,WA,98014,(425) 333-6767,Mon: 05:30:00-18:00:00 Tue: 05:30:00-18:00:00 Wed: 05:30:00-18:00:00 Thu: 05:30:00-18:00:00 Fri: 05:30:00-18:00:00 Sat: 05:30:00-18:00:00 Sun: 05:30:00-18:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,47.64695,-121.915792
381-207,Downtown Olympia,550 Capital Way South,,Space C,Olympia,WA,98501,(360) 753-7771,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:30:00-19:00:00 Sun: 06:30:00-19:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,47.043373,-122.901278
3813-78203,Evergreen Way & 75th,7430 Evergreen Way,,,Everett,WA,98203-5664,(425) 347-7933,Mon: 03:30:00-21:00:00 Tue: 03:30:00-21:00:00 Wed: 03:30:00-21:00:00 Thu: 03:30:00-21:00:00 Fri: 03:30:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,47.930429,-122.221288
382-208,Rainier Plaza,3820 Rainier Avenue South,,,Seattle,WA,98118-1159,(206) 723-4143,Mon: 06:00:00-19:00:00 Tue: 06:00:00-19:00:00 Wed: 06:00:00-19:00:00 Thu: 06:00:00-19:00:00 Fri: 06:00:00-19:00:00 Sat: 06:30:00-19:00:00 Sun: 07:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,47.569106,-122.288697
383-209,Lacey,700 Sleater-Kinney Road SE,,Ste D,Lacey,WA,98503-1113,(360) 491-8247,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.040401,-122.831177
38401-75284,Old San Juan,363 Calle Tetuan,,Suite 1,San Juan,PR,00901,(787) 977-0320,Mon: 06:00:00-22:30:00 Tue: 06:00:00-22:30:00 Wed: 06:00:00-22:30:00 Thu: 06:00:00-22:30:00 Fri: 06:00:00-00:00:00 Sat: 06:00:00-00:00:00 Sun: 06:00:00-23:00:00,,,18.465368,-66.11237
38403-78934,Plaza Caparra,1498 F.D. Roosevelt Avenue,Plaza Capara Shopping Center,Suite FS-1,Guaynabo,PR,00968,(787) 277-0320,Mon: 06:00:00-23:00:00 Tue: 06:00:00-23:00:00 Wed: 06:00:00-23:00:00 Thu: 06:00:00-23:00:00 Fri: 06:00:00-23:00:00 Sat: 07:00:00-23:00:00 Sun: 08:00:00-22:00:00,,,18.411621,-66.099944
38405-93303,Cala Costas,197 Frederico Costas Avenue,,363 Tetuan St. Suite 1,San Juan,PR,00918,(787) 294-0230,Mon: 06:30:00-21:30:00 Tue: 06:30:00-21:30:00 Wed: 06:30:00-22:00:00 Thu: 06:30:00-21:30:00 Fri: 06:30:00-21:30:00 Sat: 07:30:00-21:30:00 Sun: 08:30:00-21:30:00,,,18.42692,-66.071555
38406-87637,Condado Village,1210-1214 Ashford Avenue,,,Condado,PR,00918,(787) 725-0202,Mon: 06:00:00-22:30:00 Tue: 06:00:00-22:30:00 Wed: 06:00:00-22:30:00 Thu: 06:00:00-22:30:00 Fri: 06:00:00-00:00:00 Sat: 06:00:00-00:00:00 Sun: 06:00:00-23:00:00,,,18.456166,-66.070745
38407-95883,Caribe Hilton,1 Los Rosales Street,Carribe Hilton San Juan,,San Juan,PR,00901,(787) 977-1919,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:30:00 Sat: 06:00:00-23:30:00 Sun: 06:00:00-22:00:00,,,18.463666,-66.085323
38408-96737,Condado Galeria,"1451 Ashford Avenue Ste. 105, Condado",La Galeria,,San Juan,PR,00918,(787) 723-4648,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:30:00-21:00:00 Sun: 07:30:00-21:00:00,,,18.454851,-66.065445
38409-95910,Luis Munoz Marin Airport 1,LMM International Airport Local 165-3,Luis Munoz Marin International Airport,Concord C,Carolina,PR,00937,(787) 253-0330,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,,,18.43838,-66.00313
38410-98008,Los Paseos,349 Felisa Rincon de Gautier Street 101,Paseo Las Cumbres,,San Juan,PR,00926,(787) 474-2652,Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 07:00:00-23:00:00 Sun: 07:00:00-22:00:00,,Drive-Through |,18.357714,-66.060102
38411-96730,Escorial,PR Road # 3 km 63.8,Escorial Shopping Village,Units 1 & 2B,Carolina,PR,00936,(787) 257-0330,Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:30:00 Sat: 07:30:00-23:00:00 Sun: 08:30:00-22:00:00,,,18.396418,-66.001376
384-210,Sammamish Highlands,604 228th Ave NE,,,Sammamish,WA,98074-7241,(425) 836-8641,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 05:30:00-19:00:00 Sun: 05:30:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.614864,-122.035378
3847-138569,CSU East Bay (Hayward),25800 Carlos Bee Blvd,,,Hayward,CA,94542-3000,(510) 885-7102,Mon: 07:30:00-20:00:00 Tue: 07:30:00-20:00:00 Wed: 07:30:00-20:00:00 Thu: 07:30:00-20:00:00 Fri: 07:30:00-17:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | La Boulange |,37.658744,-122.061828
3850-144065,Good Samaritan Hospital Puyall,401 15th Ave SE,,,Puyallup,WA,98372-3715,(253) 697-2309,Mon: 06:00:00-20:00:00 Tue: 06:00:00-20:00:00 Wed: 06:00:00-20:00:00 Thu: 06:00:00-20:00:00 Fri: 06:00:00-20:00:00 Sat: 08:00:00-16:00:00 Sun: 07:30:00-16:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | La Boulange |,47.177544,-122.289246
385-211,Richmond Beach,606 NW Richmond Beach Road,,,Seattle,WA,98177-3122,(206) 546-5750,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.765383,-122.365402
3857-141555,Target Lisbon T-2433,195 River Rd,,,Lisbon,CT,06351-3253,(860) 823-2960,Mon: 08:00:00-22:00:00 Tue: 08:00:00-22:00:00 Wed: 08:00:00-22:00:00 Thu: 08:00:00-22:00:00 Fri: 08:00:00-22:00:00 Sat: 08:00:00-22:00:00 Sun: 08:00:00-21:00:00,,Mobile Payment |,41.582169,-71.997417
3858-140727,Target Lower Nazareth T-2536,3835 Dryland Way,,,Easton,PA,18045-8352,(610) 250-5280,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-20:00:00 Sat: 05:30:00-20:00:00 Sun: 05:30:00-20:00:00,,Mobile Payment |,40.6867,-75.2694
3859-139426,Target Exeter Township T-2529,4599 Perkiomen Ave,,,Reading,PA,19606-3201,(570) 332-1584,Mon: 08:00:00-21:00:00 Tue: 08:00:00-21:00:00 Wed: 08:00:00-21:00:00 Thu: 08:00:00-21:00:00 Fri: 08:00:00-21:00:00 Sat: 08:00:00-21:00:00 Sun: 08:00:00-20:00:00,,Mobile Payment |,40.306582,-75.860019
3860-139425,Target W Pottsgrove Twp T-2548,Upland Square Dr #100,,,Stowe,PA,19464,(484) 654-3580,Mon: 08:00:00-21:00:00 Tue: 08:00:00-21:00:00 Wed: 08:00:00-21:00:00 Thu: 08:00:00-21:00:00 Fri: 08:00:00-21:00:00 Sat: 08:00:00-21:00:00 Sun: 08:00:00-20:00:00,,Mobile Payment |,40.26226,-75.650619
